model,split,pooled_spearman,spearman_ci_lo,spearman_ci_hi,pooled_pearson,pooled_auroc,precision_at_5pct,per_fold_spearman_mean,per_fold_spearman_sd,n,n_folds
hgb_full_extension_Y_SHUFFLED,random,-0.001059796962530636,-0.02286619110337513,0.019214268341609872,-0.0014563972862501567,0.49989779267388085,0.04926108374384237,-0.00030811799757888593,0.031015689475405964,8117,10
hgb_full_extension_Y_SHUFFLED,position_grouped,0.007769624270288352,-0.017745591995438927,0.03068218571970633,0.0026485470786997544,0.5051426950265738,0.04433497536945813,0.007421435826933806,0.05682479104629717,8117,10
hgb_full_extension_Y_SHUFFLED,region_blocked,-0.02541214751055958,-0.05244380349350978,0.0052862468573322404,-0.00990982483653443,0.4858677653939047,0.03201970443349754,-0.020078724724699556,0.03759632793046888,8117,10
hgb_full_extension_Y_SHUFFLED,domain_holdout,-0.030593606392510717,-0.0528847622219749,0.001337510403361976,-0.017026135015780704,0.4857578780994137,0.03694581280788178,-0.015053486403418253,0.05224425785124685,8117,11
