scale,window,n_units,mean_labels_per_unit,spearman,pearson,reliability_split_half,reliability_full,ceiling_from_reliability,headroom,spearman_perm_null_mean,spearman_perm_null_sd,spearman_above_null,spearman_random_unit_cv,blocked_cv_interpretable
variant,0,8117,1.0,0.18334557598667117,0.1553312366869869,,,,,,,,,
window_1,1,1368,5.933479532163743,0.27895333348501455,0.28323985641752064,0.16627940828189303,0.2851450640406108,0.5339897602394739,0.2507499038219532,-0.005999008953792561,0.030431582394240615,0.2849523424388071,0.3196692167197921,True
window_3,3,456,17.80043859649123,0.3894445759239034,0.40333618537422744,0.24468446870707916,0.3931670633943815,0.6270303528493509,0.2236941674751235,-0.023460342490631562,0.04648099959468981,0.41290491841453497,0.4520962395890417,True
window_5,5,274,29.624087591240876,0.4306184326622284,0.43304747589551734,0.34166873260831393,0.5093190655849629,0.7136659341631509,0.2806184582676336,0.012612117809198103,0.07778958555211966,0.4180063148530303,0.5495943472585809,True
window_11,11,125,64.936,0.4736036866359447,0.4693514661782092,0.5001848535509168,0.6668309606872596,0.816597183859496,0.34724571768128676,-0.012914466831665949,0.15877201785941486,0.4865181534676107,0.5799631336405529,True
window_25,25,55,147.5818181818182,-0.7201757208910597,-0.7294910011545527,0.6454712198699822,0.7845427037259083,0.8857441525214311,1.6152351536759837,-0.3924584249037248,0.07586490458202653,-0.32771729598733496,-0.3558459877439464,False
window_51,51,27,300.6296296296296,-0.7606009270178657,-0.7644019634241755,0.7546725562072489,0.8601861966069442,0.9274622345987702,1.6918641980229459,-0.444850251625098,0.1214378482893657,-0.31575067539276774,-0.5340781327728354,False
window_137,137,10,811.7,-0.3531523089093172,-0.3806037139475613,0.8778852812918072,0.9349722158617754,0.9669396133481012,1.3475433272956625,,,,-0.3595732599803958,False
